customer_id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,segment
C2072,218,1,53794.8,3,1,2,6,Potential Loyalist
C2073,721,1,47166.0,1,1,2,4,At Risk
C2074,246,2,245277.5,3,4,4,11,Champions
C2075,124,2,195012.55,4,4,4,12,Champions
C2076,556,1,161305.6,1,1,4,6,Potential Loyalist
C2077,197,1,87580.0,3,1,3,7,Potential Loyalist
C2078,372,1,24001.6,2,1,1,4,At Risk
C2079,456,1,18905.95,2,1,1,4,At Risk
C208,145,1,132372.0,4,1,3,8,Loyal
C2080,693,1,24510.0,1,1,1,3,Hibernating
C2081,705,1,80886.0,1,1,2,4,At Risk
C2082,302,1,198909.0,3,1,4,8,Loyal
C2083,567,1,113738.5,1,1,3,5,At Risk
C2084,712,1,338545.0,1,1,4,6,Potential Loyalist
C2085,591,1,75334.65,1,1,2,4,At Risk
C2086,466,1,94388.0,2,1,3,6,Potential Loyalist
C2087,642,1,20378.4,1,1,1,3,Hibernating
C2088,179,1,41472.0,4,1,2,7,Potential Loyalist
C2089,352,1,177862.5,3,1,4,8,Loyal
C209,546,1,47826.9,1,1,2,4,At Risk
C2090,554,1,53048.5,1,1,2,4,At Risk
C2091,483,1,140994.0,2,1,3,6,Potential Loyalist
C2092,473,1,42844.0,2,1,2,5,At Risk
C2093,350,1,68958.6,3,1,2,6,Potential Loyalist
C2094,350,1,19719.15,3,1,1,5,At Risk
C2095,402,1,71024.0,2,1,2,5,At Risk
C2096,316,1,325953.0,3,1,4,8,Loyal
C2097,679,1,43572.7,1,1,2,4,At Risk
C2098,38,1,107336.0,4,1,3,8,Loyal
C2099,350,1,53969.5,3,1,2,6,Potential Loyalist
C21,402,1,229612.2,2,1,4,7,Potential Loyalist
C210,35,1,33732.0,4,1,1,6,Potential Loyalist
C2100,343,1,206976.0,3,1,4,8,Loyal
C2101,274,1,161683.35,3,1,4,8,Loyal
C2102,139,1,179220.0,4,1,4,9,Loyal
C2103,411,1,60344.0,2,1,2,5,At Risk
C2104,672,1,15415.6,1,1,1,3,Hibernating
C2105,196,1,2019.0,3,1,1,5,At Risk
C2106,579,1,40338.0,1,1,1,3,Hibernating
C2107,549,1,158325.6,1,1,3,5,At Risk
C2108,146,1,111042.3,4,1,3,8,Loyal
C2109,333,1,122289.6,3,1,3,7,Potential Loyalist
C211,657,1,97754.4,1,1,3,5,At Risk
C2110,724,1,282896.0,1,1,4,6,Potential Loyalist
C2111,204,1,30889.0,3,1,1,5,At Risk
C2112,658,1,235236.0,1,1,4,6,Potential Loyalist
C2113,623,1,150494.0,1,1,3,5,At Risk
C2114,467,1,193795.2,2,1,4,7,Potential Loyalist
C2115,625,1,180784.0,1,1,4,6,Potential Loyalist
C2116,45,1,202388.4,4,1,4,9,Loyal
C2117,576,1,132863.5,1,1,3,5,At Risk
C2118,271,1,156092.0,3,1,3,7,Potential Loyalist
C2119,719,1,81067.2,1,1,2,4,At Risk
C212,60,1,23658.8,4,1,1,6,Potential Loyalist
C2120,220,1,44681.4,3,1,2,6,Potential Loyalist
C2121,305,1,80651.7,3,1,2,6,Potential Loyalist
C2122,385,1,155600.5,2,2,3,7,Potential Loyalist
C2123,342,1,25178.4,3,2,1,6,Potential Loyalist
C2124,536,1,69193.25,2,2,2,6,Potential Loyalist
C2125,695,1,243584.5,1,2,4,7,Potential Loyalist
C2126,32,1,205587.0,4,2,4,10,Champions
C2127,667,1,13664.0,1,2,1,4,At Risk
C2128,467,2,338311.0,2,4,4,10,Champions
C2129,58,1,147564.8,4,2,3,9,Loyal
C213,135,1,963.9,4,2,1,7,Potential Loyalist
C2130,85,1,115369.2,4,2,3,9,Loyal
C2131,151,1,68990.0,4,2,2,8,Loyal
C2132,304,1,63931.2,3,2,2,7,Potential Loyalist
C2133,375,1,160352.0,2,2,3,7,Potential Loyalist
C2134,118,1,105264.75,4,2,3,9,Loyal
C2135,358,1,115677.6,3,2,3,8,Loyal
C2136,653,1,182362.0,1,2,4,7,Potential Loyalist
C2137,299,1,70668.6,3,2,2,7,Potential Loyalist
C2138,340,1,96600.6,3,2,3,8,Loyal
C2139,369,1,184730.4,2,2,4,8,Loyal
C214,567,1,126463.5,1,2,3,6,Potential Loyalist
C2140,498,1,237168.0,2,2,4,8,Loyal
C2141,328,1,17492.0,3,2,1,6,Potential Loyalist
C2142,501,1,289565.0,2,2,4,8,Loyal
C2143,364,1,110367.4,2,2,3,7,Potential Loyalist
C2144,482,1,81316.0,2,2,2,6,Potential Loyalist
C2145,125,1,265761.0,4,2,4,10,Champions
C2146,725,1,45990.4,1,2,2,5,At Risk
C2147,390,1,13598.1,2,2,1,5,At Risk
C2148,671,1,99990.0,1,2,3,6,Potential Loyalist
C2149,387,1,566.1,2,2,1,5,At Risk
C215,238,1,107504.0,3,2,3,8,Loyal
C2150,645,1,94559.2,1,2,3,6,Potential Loyalist
C2151,234,1,325580.0,3,2,4,9,Loyal
C2152,540,1,305031.0,2,2,4,8,Loyal
C2153,46,1,97598.4,4,2,3,9,Loyal
C2154,229,1,84515.2,3,2,2,7,Potential Loyalist
C2155,230,1,130070.4,3,2,3,8,Loyal
C2156,530,1,11493.6,2,2,1,5,At Risk
C2157,151,1,30657.6,4,2,1,7,Potential Loyalist
C2158,611,1,205712.75,1,2,4,7,Potential Loyalist
C2159,226,1,199257.6,3,2,4,9,Loyal
C216,335,1,247732.0,3,2,4,9,Loyal
C2160,142,1,99913.6,4,2,3,9,Loyal
C2161,71,1,62796.0,4,2,2,8,Loyal
C2162,241,1,96330.0,3,2,3,8,Loyal
C2163,58,1,44958.75,4,2,2,8,Loyal
C2164,638,1,41990.85,1,2,2,5,At Risk
C2165,476,1,138984.0,2,2,3,7,Potential Loyalist
C2166,585,1,19646.0,1,2,1,4,At Risk
C2167,612,1,186052.0,1,2,4,7,Potential Loyalist
C2168,104,1,159022.4,4,2,3,9,Loyal
C2169,390,1,215186.4,2,2,4,8,Loyal
C217,16,1,2081.6,4,2,1,7,Potential Loyalist
C2170,95,1,144348.0,4,2,3,9,Loyal
C2171,209,1,237644.0,3,2,4,9,Loyal
C2172,438,1,50998.3,2,2,2,6,Potential Loyalist
C2173,687,1,69416.1,1,2,2,5,At Risk
C2174,517,1,133767.9,2,2,3,7,Potential Loyalist
C2175,142,1,268650.0,4,2,4,10,Champions
C2176,465,1,53500.2,2,2,2,6,Potential Loyalist
C2177,544,1,157753.6,1,2,3,6,Potential Loyalist
C2178,124,1,194429.85,4,2,4,10,Champions
C2179,632,1,70173.6,1,2,2,5,At Risk
C218,731,1,178044.0,1,2,4,7,Potential Loyalist
C2180,13,1,14050.5,4,2,1,7,Potential Loyalist
C2181,631,1,65308.8,1,2,2,5,At Risk
C2182,578,1,206216.0,1,2,4,7,Potential Loyalist
C2183,376,2,309437.05,2,4,4,10,Champions
C2184,592,1,30820.5,1,2,1,4,At Risk
C2185,80,1,57240.0,4,2,2,8,Loyal
C2186,462,1,120044.85,2,2,3,7,Potential Loyalist
C2187,515,1,41542.4,2,2,2,6,Potential Loyalist
C2188,437,1,22307.9,2,2,1,5,At Risk
C2189,186,1,314584.0,3,2,4,9,Loyal
C219,107,1,124839.0,4,2,3,9,Loyal
C2190,675,1,44811.9,1,2,2,5,At Risk
C2191,265,1,25908.0,3,2,1,6,Potential Loyalist
C2192,175,1,16549.95,4,2,1,7,Potential Loyalist
C2193,450,1,233049.25,2,2,4,8,Loyal
C2194,424,1,54702.0,2,2,2,6,Potential Loyalist
C2195,713,1,49332.0,1,2,2,5,At Risk
C2196,482,1,162165.0,2,2,4,8,Loyal
C2197,253,2,44484.8,3,4,2,9,Loyal
C2198,595,1,99975.6,1,2,3,6,Potential Loyalist
C2199,194,1,247505.4,3,2,4,9,Loyal
C22,592,1,106971.9,1,2,3,6,Potential Loyalist
C220,3,1,150776.1,4,2,3,9,Loyal
C2200,623,1,74906.0,1,2,2,5,At Risk
C2201,18,1,3450.0,4,2,1,7,Potential Loyalist
C2202,56,1,262295.0,4,2,4,10,Champions
C2203,31,1,61314.9,4,2,2,8,Loyal
C2204,102,1,28845.0,4,2,1,7,Potential Loyalist
C2205,186,1,269504.0,3,2,4,9,Loyal
C2206,383,1,274276.4,2,2,4,8,Loyal
C2207,257,1,61892.5,3,2,2,7,Potential Loyalist
C2208,167,1,110988.0,4,2,3,9,Loyal
C2209,142,1,48012.8,4,2,2,8,Loyal
C221,663,1,40803.2,1,2,2,5,At Risk
C2210,110,1,69539.2,4,2,2,8,Loyal
C2211,619,1,51262.4,1,2,2,5,At Risk
C2212,617,1,103557.6,1,2,3,6,Potential Loyalist
C2213,88,1,190560.0,4,2,4,10,Champions
C2214,650,1,173398.4,1,2,4,7,Potential Loyalist
C2215,63,1,62663.4,4,2,2,8,Loyal
C2216,265,1,205314.0,3,2,4,9,Loyal
C2217,18,1,9732.6,4,2,1,7,Potential Loyalist
C2218,545,1,106979.4,1,2,3,6,Potential Loyalist
C2219,344,1,14051.2,3,2,1,6,Potential Loyalist
C222,400,1,62944.0,2,2,2,6,Potential Loyalist
C2220,719,1,61801.6,1,2,2,5,At Risk
C2221,62,1,169735.5,4,2,4,10,Champions
C2222,590,1,32849.1,1,2,1,4,At Risk
C2223,681,1,140564.85,1,2,3,6,Potential Loyalist
C2224,591,1,239888.0,1,2,4,7,Potential Loyalist
C2225,503,1,1591.2,2,2,1,5,At Risk
C2226,274,1,4842.0,3,2,1,6,Potential Loyalist
C2227,594,1,96287.4,1,2,3,6,Potential Loyalist
C2228,185,1,265707.4,4,2,4,10,Champions
C2229,594,1,40881.6,1,2,2,5,At Risk
C223,426,1,30166.3,2,2,1,5,At Risk
C2230,53,1,239790.0,4,2,4,10,Champions
C2231,278,1,147096.0,3,2,3,8,Loyal
C2232,31,1,63243.2,4,2,2,8,Loyal
C2233,579,1,114362.9,1,2,3,6,Potential Loyalist
C2234,286,1,124680.0,3,2,3,8,Loyal
C2235,638,1,2205.9,1,2,1,4,At Risk
C2236,90,1,86997.6,4,2,3,9,Loyal
C2237,401,1,173062.4,2,2,4,8,Loyal
C2238,363,1,271760.4,2,2,4,8,Loyal
C2239,137,1,151861.5,4,2,3,9,Loyal
C224,339,1,44212.0,3,2,2,7,Potential Loyalist
C2240,567,1,89119.5,1,2,3,6,Potential Loyalist
C2241,664,1,174469.4,1,2,4,7,Potential Loyalist
C2242,596,1,9970.25,1,2,1,4,At Risk
C2243,165,1,8276.0,4,2,1,7,Potential Loyalist
C2244,44,1,70010.25,4,2,2,8,Loyal
C2245,547,1,17370.6,1,2,1,4,At Risk
C2246,645,2,490935.0,1,4,4,9,Loyal
C2247,570,1,171637.95,1,2,4,7,Potential Loyalist
C2248,666,1,79625.0,1,2,2,5,At Risk
C2249,518,1,108086.4,2,2,3,7,Potential Loyalist
C225,607,1,74393.1,1,2,2,5,At Risk
C2250,558,1,15589.0,1,2,1,4,At Risk
C2251,320,1,140633.25,3,2,3,8,Loyal
C2252,428,1,24306.0,2,2,1,5,At Risk
C2253,437,1,111732.5,2,2,3,7,Potential Loyalist
C2254,5,1,81539.2,4,2,2,8,Loyal
C2255,101,1,6004.4,4,2,1,7,Potential Loyalist
C2256,331,1,40312.0,3,2,1,6,Potential Loyalist
C2257,544,1,63622.8,1,2,2,5,At Risk
C2258,667,1,76977.0,1,2,2,5,At Risk
C2259,436,1,31183.75,2,2,1,5,At Risk
C226,289,1,135341.25,3,2,3,8,Loyal
C2260,574,1,18861.5,1,2,1,4,At Risk
C2261,520,1,96363.0,2,2,3,7,Potential Loyalist
C2262,497,1,69049.8,2,2,2,6,Potential Loyalist
C2263,533,1,187898.6,2,2,4,8,Loyal
C2264,235,1,110425.5,3,2,3,8,Loyal
C2265,173,1,114052.5,4,2,3,9,Loyal
C2266,290,2,275643.2,3,4,4,11,Champions
C2267,682,1,36391.9,1,2,1,4,At Risk
C2268,529,1,212027.4,2,2,4,8,Loyal
C2269,307,1,35761.2,3,2,1,6,Potential Loyalist
C227,373,1,40308.0,2,2,1,5,At Risk
C2270,372,1,1527.6,2,2,1,5,At Risk
C2271,391,1,192685.0,2,2,4,8,Loyal
C2272,498,1,164228.4,2,2,4,8,Loyal
C2273,619,1,13617.6,1,2,1,4,At Risk
C2274,302,1,37192.5,3,2,1,6,Potential Loyalist
C2275,565,1,118712.7,1,2,3,6,Potential Loyalist
C2276,544,1,187411.4,1,2,4,7,Potential Loyalist
C2277,520,1,41023.8,2,2,2,6,Potential Loyalist
C2278,414,1,252495.0,2,2,4,8,Loyal
C2279,387,1,20791.7,2,2,1,5,At Risk
C228,373,1,266937.4,2,2,4,8,Loyal
C2280,84,1,4450.6,4,2,1,7,Potential Loyalist
C2281,328,1,44662.4,3,2,2,7,Potential Loyalist
C2282,501,1,71382.0,2,2,2,6,Potential Loyalist
C2283,398,1,55816.8,2,2,2,6,Potential Loyalist
C2284,489,1,85020.4,2,2,2,6,Potential Loyalist
C2285,321,1,74632.0,3,2,2,7,Potential Loyalist
C2286,589,1,169857.0,1,2,4,7,Potential Loyalist
C2287,148,1,116745.6,4,2,3,9,Loyal
C2288,719,1,53973.0,1,2,2,5,At Risk
C2289,188,1,37059.2,3,2,1,6,Potential Loyalist
C229,32,1,115909.2,4,2,3,9,Loyal
C2290,205,1,34509.6,3,2,1,6,Potential Loyalist
C2291,116,1,30049.2,4,2,1,7,Potential Loyalist
C2292,664,1,115498.0,1,2,3,6,Potential Loyalist
C2293,376,1,338810.0,2,2,4,8,Loyal
C2294,539,1,44468.55,2,2,2,6,Potential Loyalist
C2295,685,1,94900.5,1,2,3,6,Potential Loyalist
C2296,185,1,195304.5,4,2,4,10,Champions
C2297,221,1,21650.0,3,2,1,6,Potential Loyalist
C2298,404,1,116980.2,2,2,3,7,Potential Loyalist
C2299,716,1,55867.6,1,2,2,5,At Risk
C23,442,1,26505.55,2,2,1,5,At Risk
C230,549,1,336306.75,1,2,4,7,Potential Loyalist
C2300,142,1,267014.6,4,2,4,10,Champions
C2301,25,1,5808.0,4,2,1,7,Potential Loyalist
C2302,300,1,143960.4,3,2,3,8,Loyal
C2303,100,1,11936.0,4,2,1,7,Potential Loyalist
C2304,414,1,15716.0,2,2,1,5,At Risk
C2305,640,1,68905.4,1,2,2,5,At Risk
C2306,172,1,24645.0,4,2,1,7,Potential Loyalist
C2307,705,1,174633.75,1,2,4,7,Potential Loyalist
C2308,682,1,22705.6,1,2,1,4,At Risk
C2309,540,1,4041.3,2,2,1,5,At Risk
C231,287,1,63570.4,3,2,2,7,Potential Loyalist
C2310,443,1,74401.6,2,2,2,6,Potential Loyalist
C2311,671,1,48237.2,1,2,2,5,At Risk
C2312,346,1,67638.75,3,2,2,7,Potential Loyalist
C2313,564,1,48522.6,1,2,2,5,At Risk
C2314,556,1,43378.0,1,2,2,5,At Risk
C2315,546,1,12813.6,1,2,1,4,At Risk
C2316,528,1,32007.4,2,2,1,5,At Risk
C2317,246,1,44599.5,3,2,2,7,Potential Loyalist
C2318,548,1,237750.8,1,2,4,7,Potential Loyalist
C2319,707,1,256435.4,1,2,4,7,Potential Loyalist
C232,127,1,8467.7,4,2,1,7,Potential Loyalist
C2320,275,1,92333.8,3,2,3,8,Loyal
C2321,76,2,370085.4,4,4,4,12,Champions
C2322,53,1,83208.6,4,2,2,8,Loyal
C2323,209,1,7902.0,3,2,1,6,Potential Loyalist
C2324,218,1,133929.0,3,2,3,8,Loyal
C2325,345,1,110059.4,3,2,3,8,Loyal
C2326,172,1,66063.6,4,2,2,8,Loyal
C2327,478,1,63709.2,2,2,2,6,Potential Loyalist
C2328,47,2,361399.0,4,4,4,12,Champions
C2329,119,1,308624.0,4,2,4,10,Champions
C233,83,1,3539.4,4,2,1,7,Potential Loyalist
C2330,36,1,147048.0,4,2,3,9,Loyal
C2331,672,1,100515.0,1,2,3,6,Potential Loyalist
C2332,201,1,86927.8,3,2,3,8,Loyal
C2333,643,1,56967.0,1,2,2,5,At Risk
C2334,93,1,171689.8,4,2,4,10,Champions
C2335,429,1,24120.0,2,2,1,5,At Risk
C2336,670,1,122288.4,1,2,3,6,Potential Loyalist
C2337,96,1,268276.0,4,2,4,10,Champions
C2338,169,1,182380.0,4,2,4,10,Champions
C2339,557,1,277952.0,1,2,4,7,Potential Loyalist
C234,294,1,60444.0,3,2,2,7,Potential Loyalist
C2340,467,1,33515.1,2,2,1,5,At Risk
C2341,448,1,105002.2,2,2,3,7,Potential Loyalist
C2342,82,1,208059.5,4,2,4,10,Champions
C2343,606,1,48809.1,1,2,2,5,At Risk
C2344,105,1,96224.0,4,2,3,9,Loyal
C2345,606,1,208903.5,1,2,4,7,Potential Loyalist
C2346,352,1,65111.7,3,2,2,7,Potential Loyalist
C2347,345,1,229604.4,3,2,4,9,Loyal
C2348,17,1,17156.0,4,2,1,7,Potential Loyalist
C2349,635,1,21343.2,1,2,1,4,At Risk
C235,680,1,203583.0,1,2,4,7,Potential Loyalist
C2350,133,1,33833.3,4,2,1,7,Potential Loyalist
C2351,331,1,235432.0,3,2,4,9,Loyal
C2352,582,1,22673.6,1,2,1,4,At Risk
C2353,43,1,128577.6,4,2,3,9,Loyal
C2354,607,1,173480.4,1,2,4,7,Potential Loyalist
C2355,31,1,108345.0,4,2,3,9,Loyal
C2356,185,1,138662.4,4,2,3,9,Loyal
C2357,72,1,117784.5,4,2,3,9,Loyal
C2358,461,1,52738.2,2,2,2,6,Potential Loyalist
C2359,617,1,132264.0,1,2,3,6,Potential Loyalist
C236,233,1,296867.4,3,2,4,9,Loyal
C2360,443,1,56263.2,2,2,2,6,Potential Loyalist
C2361,620,1,12909.0,1,2,1,4,At Risk
C2362,113,1,196514.1,4,2,4,10,Champions
C2363,437,1,16781.75,2,2,1,5,At Risk
C2364,459,1,157792.5,2,2,3,7,Potential Loyalist
C2365,421,1,330457.5,2,2,4,8,Loyal
C2366,12,1,155608.65,4,2,3,9,Loyal
C2367,294,1,82305.5,3,2,2,7,Potential Loyalist
C2368,253,1,70281.6,3,2,2,7,Potential Loyalist
C2369,336,1,54775.2,3,2,2,7,Potential Loyalist
C237,62,1,309657.25,4,2,4,10,Champions
C2370,334,1,248989.5,3,2,4,9,Loyal
C2371,361,1,66989.7,3,2,2,7,Potential Loyalist
C2372,190,1,5594.7,3,2,1,6,Potential Loyalist
C2373,628,1,220609.0,1,2,4,7,Potential Loyalist
C2374,349,1,255173.8,3,2,4,9,Loyal
C2375,179,1,52445.7,4,2,2,8,Loyal
C2376,623,1,174776.0,1,2,4,7,Potential Loyalist
C2377,570,1,63596.8,1,2,2,5,At Risk
C2378,314,1,79549.8,3,2,2,7,Potential Loyalist
C2379,444,1,327536.25,2,2,4,8,Loyal
C238,596,1,59319.9,1,2,2,5,At Risk
C2380,722,1,101957.5,1,2,3,6,Potential Loyalist
C2381,138,1,74266.25,4,2,2,8,Loyal
C2382,379,1,113510.0,2,2,3,7,Potential Loyalist
C2383,408,1,294333.75,2,2,4,8,Loyal
C2384,306,1,28366.2,3,2,1,6,Potential Loyalist
C2385,526,1,130019.2,2,2,3,7,Potential Loyalist
C2386,116,1,46856.85,4,2,2,8,Loyal
C2387,522,1,7659.2,2,2,1,5,At Risk
C2388,407,1,18085.6,2,2,1,5,At Risk
C2389,438,1,187612.8,2,2,4,8,Loyal
C239,481,1,275872.0,2,2,4,8,Loyal
C2390,725,1,78441.6,1,2,2,5,At Risk
C2391,4,1,59414.4,4,2,2,8,Loyal
C2392,110,1,280516.0,4,2,4,10,Champions
C2393,10,1,44625.6,4,2,2,8,Loyal
C2394,142,1,48293.6,4,2,2,8,Loyal
C2395,95,1,273405.25,4,2,4,10,Champions
C2396,190,1,42576.0,3,2,2,7,Potential Loyalist
C2397,74,1,145764.0,4,2,3,9,Loyal
C2398,50,1,46976.8,4,2,2,8,Loyal
C2399,421,1,100057.8,2,2,3,7,Potential Loyalist
C24,172,1,64244.7,4,2,2,8,Loyal
C240,386,1,61982.4,2,2,2,6,Potential Loyalist
C2400,40,1,66175.0,4,2,2,8,Loyal
C2401,500,1,160683.0,2,2,3,7,Potential Loyalist
C2402,263,1,62387.1,3,2,2,7,Potential Loyalist
C2403,404,1,59337.0,2,2,2,6,Potential Loyalist
C2404,349,1,160170.6,3,2,3,8,Loyal
C2405,521,1,129497.5,2,2,3,7,Potential Loyalist
C2406,480,1,24638.25,2,2,1,5,At Risk
C2407,717,1,16551.0,1,2,1,4,At Risk
C2408,120,1,107718.0,4,2,3,9,Loyal
C2409,508,1,288705.0,2,2,4,8,Loyal
C241,57,1,206712.0,4,2,4,10,Champions
C2410,726,1,68418.0,1,2,2,5,At Risk
C2411,362,1,31098.4,3,2,1,6,Potential Loyalist
C2412,614,1,40320.6,1,2,1,4,At Risk
C2413,361,1,108893.5,3,2,3,8,Loyal
C2414,570,1,145826.0,1,2,3,6,Potential Loyalist
C2415,550,1,241874.75,1,2,4,7,Potential Loyalist
C2416,558,1,166242.4,1,2,4,7,Potential Loyalist
C2417,528,1,58072.8,2,2,2,6,Potential Loyalist
C2418,724,1,142737.5,1,2,3,6,Potential Loyalist
C2419,521,1,59887.2,2,2,2,6,Potential Loyalist
C242,468,1,13930.65,2,2,1,5,At Risk
C2420,444,1,120332.0,2,2,3,7,Potential Loyalist
C2421,579,1,34674.05,1,2,1,4,At Risk
C2422,101,1,62808.2,4,2,2,8,Loyal
C2423,406,1,124005.6,2,2,3,7,Potential Loyalist
C2424,288,1,262271.25,3,2,4,9,Loyal
C2425,458,1,59925.6,2,2,2,6,Potential Loyalist
C2426,393,1,34698.6,2,2,1,5,At Risk
C2427,715,1,106369.0,1,2,3,6,Potential Loyalist
C2428,297,1,208886.4,3,2,4,9,Loyal
C2429,395,1,81459.75,2,2,2,6,Potential Loyalist
C243,274,1,205348.2,3,2,4,9,Loyal
C2430,20,1,28702.8,4,2,1,7,Potential Loyalist
C2431,279,1,30371.5,3,2,1,6,Potential Loyalist
C2432,459,1,96331.5,2,2,3,7,Potential Loyalist
C2433,396,1,105066.0,2,2,3,7,Potential Loyalist
C2434,72,1,126726.4,4,2,3,9,Loyal
C2435,605,1,28128.0,1,2,1,4,At Risk
C2436,520,1,51531.8,2,2,2,6,Potential Loyalist
C2437,420,1,15268.0,2,2,1,5,At Risk
C2438,360,1,128551.2,3,2,3,8,Loyal
C2439,234,1,81362.75,3,2,2,7,Potential Loyalist
C244,308,1,129021.6,3,2,3,8,Loyal
C2440,75,1,107159.4,4,2,3,9,Loyal
C2441,343,1,140528.0,3,2,3,8,Loyal
C2442,462,1,8863.5,2,2,1,5,At Risk
C2443,99,1,109078.8,4,2,3,9,Loyal
C2444,178,1,249346.8,4,2,4,10,Champions
C2445,381,1,125559.0,2,2,3,7,Potential Loyalist
C2446,36,1,40354.0,4,2,1,7,Potential Loyalist
C2447,52,1,71668.8,4,2,2,8,Loyal
C2448,413,1,52711.7,2,2,2,6,Potential Loyalist
C2449,450,1,241362.0,2,2,4,8,Loyal
C245,113,1,16233.6,4,2,1,7,Potential Loyalist
C2450,592,1,7346.55,1,2,1,4,At Risk
C2451,177,1,110130.0,4,2,3,9,Loyal
C2452,5,1,331497.75,4,2,4,10,Champions
C2453,31,1,58657.6,4,2,2,8,Loyal
C2454,476,1,300105.25,2,2,4,8,Loyal
C2455,405,1,155307.6,2,2,3,7,Potential Loyalist
C2456,290,1,251334.8,3,2,4,9,Loyal
C2457,665,1,16252.0,1,2,1,4,At Risk
C2458,42,1,313452.0,4,2,4,10,Champions
C2459,468,1,88261.2,2,2,3,7,Potential Loyalist
C246,639,1,39605.4,1,2,1,4,At Risk
C2460,202,1,58486.4,3,2,2,7,Potential Loyalist
C2461,383,1,19545.6,2,2,1,5,At Risk
C2462,331,1,60107.75,3,2,2,7,Potential Loyalist
C2463,701,1,126529.2,1,2,3,6,Potential Loyalist
C2464,371,1,179728.0,2,2,4,8,Loyal
C2465,659,1,54182.4,1,2,2,5,At Risk
C2466,607,1,145377.2,1,2,3,6,Potential Loyalist
C2467,477,1,59535.9,2,2,2,6,Potential Loyalist
C2468,563,1,120090.0,1,2,3,6,Potential Loyalist
C2469,76,1,242858.0,4,2,4,10,Champions
C247,344,1,16053.3,3,2,1,6,Potential Loyalist
C2470,64,1,226332.0,4,2,4,10,Champions
C2471,567,1,159908.4,1,2,3,6,Potential Loyalist
C2472,678,1,6262.4,1,2,1,4,At Risk
C2473,502,1,43784.35,2,2,2,6,Potential Loyalist
C2474,362,1,33841.05,3,2,1,6,Potential Loyalist
C2475,720,1,347787.0,1,2,4,7,Potential Loyalist
C2476,453,1,59273.1,2,2,2,6,Potential Loyalist
C2477,209,1,40664.0,3,2,1,6,Potential Loyalist
C2478,485,1,47149.5,2,2,2,6,Potential Loyalist
C2479,601,1,41225.0,1,2,2,5,At Risk
C248,179,1,173641.95,4,2,4,10,Champions
C2480,589,1,18964.0,1,2,1,4,At Risk
C2481,173,1,127184.0,4,2,3,9,Loyal
C2482,191,1,111292.5,3,2,3,8,Loyal
C2483,565,1,94683.2,1,2,3,6,Potential Loyalist
C2484,494,1,26325.0,2,2,1,5,At Risk
C2485,534,1,16997.0,2,2,1,5,At Risk
C2486,581,1,31528.8,1,2,1,4,At Risk
C2487,67,1,116555.5,4,2,3,9,Loyal
C2488,70,1,148918.5,4,2,3,9,Loyal
C2489,248,1,62529.4,3,2,2,7,Potential Loyalist
C249,657,1,109380.0,1,2,3,6,Potential Loyalist
C2490,515,1,133325.85,2,2,3,7,Potential Loyalist
C2491,478,1,86477.55,2,2,3,7,Potential Loyalist
C2492,729,1,21578.4,1,2,1,4,At Risk
C2493,278,1,26824.8,3,2,1,6,Potential Loyalist
C2494,143,1,112462.65,4,2,3,9,Loyal
C2495,659,1,158108.4,1,2,3,6,Potential Loyalist
C2496,31,1,26761.5,4,2,1,7,Potential Loyalist
C2497,40,1,59092.2,4,2,2,8,Loyal
C2498,171,1,76677.3,4,2,2,8,Loyal
C2499,157,1,88325.0,4,2,3,9,Loyal
C25,158,1,183855.0,4,2,4,10,Champions
C250,407,1,330.3,2,2,1,5,At Risk
C2500,146,1,88666.9,4,2,3,9,Loyal
C2501,524,1,120103.2,2,2,3,7,Potential Loyalist
C2502,62,1,91133.5,4,2,3,9,Loyal
C2503,611,1,41095.8,1,2,2,5,At Risk
C2504,492,1,264204.0,2,2,4,8,Loyal
C2505,713,1,94665.6,1,2,3,6,Potential Loyalist
C2506,75,1,105429.6,4,2,3,9,Loyal
C2507,247,1,187600.8,3,2,4,9,Loyal
C2508,634,1,223515.0,1,2,4,7,Potential Loyalist
C2509,119,1,140425.2,4,2,3,9,Loyal
C251,183,1,20165.4,4,2,1,7,Potential Loyalist
C2510,550,1,7392.45,1,2,1,4,At Risk
C2511,408,1,113852.4,2,2,3,7,Potential Loyalist
C2512,589,1,184946.0,1,2,4,7,Potential Loyalist
C2513,214,1,262288.75,3,2,4,9,Loyal
C2514,125,1,227461.35,4,2,4,10,Champions
C2515,586,1,102535.5,1,2,3,6,Potential Loyalist
C2516,294,1,3274.0,3,2,1,6,Potential Loyalist
C2517,406,1,13561.0,2,2,1,5,At Risk
C2518,657,1,112828.5,1,2,3,6,Potential Loyalist
C2519,561,1,43357.65,1,2,2,5,At Risk
C252,85,1,42492.6,4,2,2,8,Loyal
C2520,554,1,113121.6,1,2,3,6,Potential Loyalist
C2521,536,1,63422.4,2,2,2,6,Potential Loyalist
C2522,182,1,203964.0,4,2,4,10,Champions
C2523,104,1,56425.6,4,2,2,8,Loyal
C2524,67,2,65810.5,4,4,2,10,Champions
C2525,218,1,31249.8,3,2,1,6,Potential Loyalist
C2526,292,1,81644.4,3,2,2,7,Potential Loyalist
C2527,350,1,24665.3,3,2,1,6,Potential Loyalist
C2528,311,1,145992.6,3,2,3,8,Loyal
C2529,147,1,311072.0,4,2,4,10,Champions
