order_id,order_date,customer_id,product_id,city,region,category,sub_category,sales,quantity,discount,profit
11071,2025-02-10,C1975,P1801,Bangalore,South,Electronics,Laptop,56541.6,3,20,5767.1
11072,2025-09-03,C301,P3698,Hyderabad,South,Clothing,Women's Wear,115843.2,2,20,27905.64
11073,2024-03-11,C1916,P438,Mumbai,West,Furniture,Cabinet,49260.0,5,20,10532.59
11074,2024-08-09,C557,P3197,Delhi,North,Groceries,Sugar,4156.8,4,20,431.16
11075,2024-08-31,C1936,P3390,Lucknow,North,Books,Textbook,1238.4,1,20,283.82
11076,2024-09-03,C812,P152,Amritsar,North,Toys,Action Figure,22916.0,1,20,1924.59
11077,2025-09-23,C4229,P1454,Patna,East,Beauty,Foundation,11200.0,2,20,1427.14
11078,2025-01-14,C1238,P905,Jaipur,North,Sports,Cricket Bat,33180.3,3,10,3695.39
11079,2024-05-08,C3127,P2219,Guwahati,East,Electronics,Mobile,11335.6,1,15,2562.19
11080,2024-02-14,C1143,P2322,Coimbatore,South,Groceries,Oil,15638.4,1,10,1947.58
11081,2024-08-31,C762,P3106,Guwahati,East,Groceries,Spices,223749.75,5,15,47403.62
11082,2024-09-05,C165,P2678,Guwahati,East,Kitchen,Refrigerator,168714.0,5,10,13616.72
11083,2025-01-30,C3359,P3416,Amritsar,North,Books,Textbook,48178.0,1,15,7140.03
11084,2024-03-13,C976,P1827,Mumbai,West,Electronics,Laptop,139862.0,2,0,27076.75
11085,2023-10-25,C1997,P498,Hyderabad,South,Electronics,Camera,58392.9,1,10,3188.26
11086,2023-12-24,C2214,P646,Goa,West,Home Decor,Clock,173398.4,4,20,17229.79
11087,2025-10-02,C396,P3463,Delhi,North,Home Decor,Vase,6863.75,5,5,1180.7
11088,2025-04-30,C1670,P2220,Amritsar,North,Electronics,Mobile,244614.4,4,20,19458.47
11089,2025-03-25,C2767,P3715,Coimbatore,South,Clothing,Women's Wear,38142.9,3,10,5554.72
11090,2024-12-18,C2266,P3036,Jaipur,North,Furniture,Sofa,158157.9,3,10,25712.93
11091,2024-03-30,C4441,P3134,Mumbai,West,Groceries,Spices,194187.6,4,5,37261.47
11092,2024-07-22,C2014,P1413,Thiruvananthapuram,South,Beauty,Foundation,111600.0,3,20,16186.35
11093,2024-09-05,C1898,P2186,Coimbatore,South,Electronics,Mobile,19193.0,1,15,1298.16
11094,2025-07-06,C1236,P503,Coimbatore,South,Electronics,Camera,25441.35,1,15,1419.79
11095,2025-05-24,C1922,P2181,Lucknow,North,Electronics,Mobile,123892.6,2,15,7564.37
11096,2024-08-30,C745,P371,Kolkata,East,Toys,Board Game,98448.0,2,0,18681.26
11097,2023-10-31,C3044,P1298,Surat,West,Books,Fiction,28303.35,3,5,5063.38
11098,2023-12-18,C3919,P716,Thiruvananthapuram,South,Books,Comics,71644.5,3,10,16298.24
11099,2025-07-21,C2843,P1363,Coimbatore,South,Sports,Football,134073.0,2,10,15987.45
11100,2023-11-28,C4604,P2300,Bhubaneswar,East,Books,Non-Fiction,114194.0,2,0,17565.4
11101,2023-12-17,C2821,P2934,Chandigarh,North,Electronics,Smartwatch,100755.6,2,15,20731.39
11102,2025-06-28,C1292,P2731,Amritsar,North,Groceries,Rice,306908.0,4,0,43168.59
11103,2025-09-16,C4586,P1682,Goa,West,Clothing,Kids Wear,64257.45,3,15,13075.53
11104,2025-04-08,C611,P536,Thiruvananthapuram,South,Electronics,Camera,205929.6,4,20,14098.48
11105,2024-12-14,C153,P1060,Chennai,South,Toys,Doll,248967.0,5,10,60565.21
11106,2024-05-29,C4444,P3454,Pune,West,Home Decor,Vase,207160.8,3,5,47984.08
11107,2024-03-26,C2596,P3167,Thiruvananthapuram,South,Groceries,Sugar,17615.4,2,15,3322.79
11108,2024-08-16,C2278,P3480,Mumbai,West,Home Decor,Vase,252495.0,5,10,36136.83
11109,2025-04-11,C2566,P2825,Surat,West,Clothing,Shoes,168717.0,3,0,30407.97
11110,2024-12-02,C878,P2267,Lucknow,North,Books,Non-Fiction,52715.2,2,20,2862.48
11111,2023-10-08,C3733,P3147,Ranchi,East,Groceries,Sugar,12966.75,5,15,1413.68
11112,2024-06-26,C150,P2916,Kolkata,East,Electronics,Smartwatch,294008.0,4,0,18131.14
11113,2024-03-14,C724,P2882,Ranchi,East,Clothing,Shoes,127924.0,4,0,23531.26
11114,2024-05-27,C2548,P505,Guwahati,East,Electronics,Camera,173251.5,3,5,20003.56
11115,2025-08-25,C424,P1202,Guwahati,East,Beauty,Face Cream,277129.25,5,5,19592.83
11116,2023-10-20,C1541,P3436,Jaipur,North,Books,Textbook,104555.1,3,15,8656.02
11117,2025-04-14,C2481,P3388,Goa,West,Books,Textbook,127184.0,4,0,26219.33
11118,2024-04-19,C712,P2600,Coimbatore,South,Toys,RC Car,75354.2,4,15,17884.38
11119,2025-01-29,C3163,P3196,Thiruvananthapuram,South,Groceries,Sugar,23907.2,1,20,3202.55
11120,2025-01-17,C498,P1783,Lucknow,North,Electronics,Laptop,60813.0,1,0,12988.64
11121,2024-05-24,C3075,P3273,Jaipur,North,Furniture,Table,41121.3,2,15,7523.56
11122,2024-01-14,C653,P2581,Bhubaneswar,East,Toys,RC Car,314356.0,4,0,31464.36
11123,2025-08-04,C1374,P2599,Delhi,North,Toys,RC Car,36016.8,3,20,6971.28
11124,2024-09-23,C797,P2203,Mumbai,West,Electronics,Mobile,41693.6,1,20,9104.77
11125,2025-04-30,C311,P2811,Ahmedabad,West,Beauty,Shampoo,372713.5,5,5,82744.41
11126,2024-09-15,C4654,P3008,Delhi,North,Furniture,Sofa,63919.8,3,5,8467.3
11127,2025-08-25,C2400,P287,Ranchi,East,Books,Biography,66175.0,5,0,11936.89
11128,2025-02-13,C1827,P2370,Jaipur,North,Groceries,Oil,2204.05,1,15,348.96
11129,2024-12-01,C430,P3737,Delhi,North,Clothing,Women's Wear,48581.1,1,5,5848.49
11130,2024-01-23,C1702,P2909,Coimbatore,South,Electronics,Smartwatch,76312.8,2,10,14690.23
11131,2025-04-15,C1231,P2817,Goa,West,Beauty,Shampoo,70992.0,4,10,14671.13
11132,2024-08-22,C2383,P3477,Bhubaneswar,East,Home Decor,Vase,294333.75,5,5,42326.5
11133,2024-08-23,C250,P94,Chennai,South,Toys,Action Figure,330.3,1,10,73.22
11134,2025-01-30,C1904,P2396,Goa,West,Beauty,Perfume,146680.0,5,0,24225.08
11135,2025-01-04,C3180,P1355,Ahmedabad,West,Sports,Football,148418.5,5,5,21233.06
11136,2025-05-31,C4080,P2737,Mumbai,West,Groceries,Rice,45757.8,2,10,3710.15
11137,2024-05-16,C1639,P1583,Guwahati,East,Kitchen,Juicer,2668.0,4,0,611.55
11138,2025-02-21,C453,P2852,Mumbai,West,Clothing,Shoes,15175.8,1,10,2398.05
11139,2025-08-23,C2458,P26,Chandigarh,North,Clothing,Accessories,313452.0,5,20,17200.72
11140,2024-02-12,C1730,P88,Amritsar,North,Toys,Action Figure,94601.6,2,15,8634.7
11141,2023-11-27,C474,P1318,Pune,West,Sports,Football,95697.0,5,10,18209.59
11142,2025-03-25,C2621,P736,Bangalore,South,Books,Comics,133395.0,5,0,16580.96
11143,2025-09-27,C3877,P2836,Bangalore,South,Clothing,Shoes,190349.6,4,5,45545.68
11144,2024-04-29,C3154,P1995,Amritsar,North,Clothing,Men's Wear,314068.5,5,10,73960.76
11145,2024-10-16,C1396,P2780,Ranchi,East,Beauty,Shampoo,373500.0,5,0,43137.24
11146,2025-01-09,C1543,P2571,Guwahati,East,Toys,RC Car,154464.0,3,0,27760.63
11147,2025-08-22,C3227,P2928,Delhi,North,Electronics,Smartwatch,51951.6,2,10,9561.42
11148,2024-03-09,C3386,P879,Lucknow,North,Sports,Cricket Bat,12425.05,1,5,2530.81
11149,2025-02-28,C2525,P2534,Coimbatore,South,Toys,RC Car,31249.8,3,10,5557.7
11150,2024-11-30,C244,P765,Lucknow,North,Kitchen,Cookware Set,129021.6,3,20,13193.29
11151,2025-05-30,C4425,P262,Coimbatore,South,Books,Biography,34648.8,1,20,8176.88
11152,2025-07-26,C4684,P2002,Ahmedabad,West,Kitchen,Microwave,124936.0,2,20,30082.52
11153,2024-02-15,C4753,P3706,Patna,East,Clothing,Women's Wear,275852.0,4,0,30755.32
11154,2024-03-02,C26,P1992,Jaipur,North,Clothing,Men's Wear,181929.6,3,20,41542.19
11155,2024-08-16,C3136,P501,Delhi,North,Electronics,Camera,182707.2,4,20,42983.62
11156,2025-03-12,C1762,P885,Patna,East,Sports,Cricket Bat,63353.9,1,15,14251.46
11157,2023-11-16,C3623,P2832,Kolkata,East,Clothing,Shoes,86936.0,5,20,13752.97
11158,2023-12-21,C4323,P1863,Coimbatore,South,Beauty,Lipstick,121773.0,3,0,23091.99
11159,2024-08-17,C3745,P2737,Guwahati,East,Groceries,Rice,62747.0,4,15,14325.64
11160,2025-07-18,C1689,P1751,Kolkata,East,Home Decor,Lamp,231888.0,5,20,28056.3
11161,2024-12-11,C1365,P2545,Amritsar,North,Toys,RC Car,43644.0,2,0,2349.3
11162,2025-01-13,C4185,P6,Mumbai,West,Clothing,Accessories,292357.5,5,15,71420.71
11163,2025-01-31,C2074,P1419,Amritsar,North,Beauty,Foundation,20121.0,2,5,1752.21
11164,2024-11-26,C3509,P3347,Guwahati,East,Sports,Tennis Racket,36822.4,2,20,4280.54
11165,2023-12-31,C3437,P2208,Ranchi,East,Electronics,Mobile,76140.6,4,5,6901.96
11166,2025-06-25,C3526,P2065,Guwahati,East,Kitchen,Microwave,57508.2,1,10,6021.49
11167,2025-01-13,C2531,P2651,Surat,West,Kitchen,Refrigerator,205704.45,3,5,23606.01
11168,2025-09-02,C3048,P3349,Lucknow,North,Sports,Tennis Racket,5632.0,2,0,1115.4
11169,2024-06-01,C363,P482,Amritsar,North,Electronics,Camera,135017.4,4,15,31622.78
11170,2023-10-21,C3451,P3540,Thiruvananthapuram,South,Home Decor,Wall Art,15851.2,1,20,2303.15
11171,2025-08-07,C4453,P3757,Pune,West,Clothing,Women's Wear,87327.0,2,10,11099.97
11172,2024-08-21,C4138,P1275,Surat,West,Books,Fiction,4720.05,3,15,383.95
11173,2024-08-13,C89,P2653,Jaipur,North,Kitchen,Refrigerator,80761.6,2,20,12751.87
11174,2025-03-08,C1367,P2652,Goa,West,Kitchen,Refrigerator,86385.6,2,10,6971.98
11175,2025-05-12,C3300,P124,Mumbai,West,Toys,Action Figure,28908.0,4,10,3814.6
11176,2024-12-14,C3864,P2462,Chennai,South,Toys,Puzzle,7631.1,1,10,1721.5
11177,2025-01-27,C1952,P2609,Goa,West,Kitchen,Refrigerator,206470.4,4,20,46386.8
11178,2024-07-05,C3883,P313,Chandigarh,North,Books,Biography,199946.5,5,5,29876.63
11179,2024-12-13,C484,P3131,Mumbai,West,Groceries,Spices,3590.4,4,20,600.13
11180,2025-05-18,C4667,P2844,Thiruvananthapuram,South,Clothing,Shoes,127392.15,3,5,23442.32
11181,2024-12-03,C1010,P3638,Bhubaneswar,East,Groceries,Wheat,114937.0,5,15,20930.23
11182,2024-07-16,C733,P2498,Guwahati,East,Toys,Puzzle,112597.8,4,5,13167.15
11183,2024-03-24,C1079,P2144,Lucknow,North,Kitchen,Mixer Grinder,204681.0,3,0,44311.79
11184,2025-03-02,C83,P3324,Delhi,North,Sports,Tennis Racket,263574.8,4,15,59364.54
11185,2024-12-12,C2811,P2177,Pune,West,Electronics,Mobile,79714.0,1,0,17338.62
11186,2025-08-29,C3569,P2091,Jaipur,North,Kitchen,Mixer Grinder,103652.6,2,5,21673.16
11187,2024-09-07,C3348,P1715,Coimbatore,South,Home Decor,Lamp,69812.0,2,0,14777.1
11188,2024-01-07,C338,P2259,Amritsar,North,Books,Non-Fiction,288955.0,5,0,40433.92
11189,2024-02-26,C2515,P3380,Lucknow,North,Books,Textbook,102535.5,5,15,17979.2
11190,2024-03-05,C4224,P3359,Bangalore,South,Sports,Tennis Racket,51261.6,3,20,6192.03
11191,2024-11-19,C4831,P3495,Lucknow,North,Home Decor,Vase,57703.0,5,5,10004.31
11192,2024-09-22,C4164,P1770,Ranchi,East,Home Decor,Lamp,59180.4,3,15,5772.78
11193,2025-09-22,C3578,P809,Ranchi,East,Kitchen,Cookware Set,18913.55,1,5,2259.66
11194,2024-09-05,C2691,P3277,Delhi,North,Furniture,Table,129953.1,2,15,18030.42
11195,2023-12-30,C4245,P21,Jaipur,North,Clothing,Accessories,30800.9,1,5,3639.22
11196,2025-09-27,C1080,P816,Bhubaneswar,East,Kitchen,Cookware Set,109074.6,2,10,18050.54
11197,2024-05-23,C1193,P1022,Chandigarh,North,Toys,Doll,115008.0,2,20,24997.52
11198,2024-02-10,C3822,P3765,Goa,West,Sports,Yoga Mat,5916.0,3,20,1167.71
11199,2024-07-05,C3795,P2246,Kolkata,East,Books,Non-Fiction,30552.8,1,20,5245.56
11200,2025-02-11,C2264,P561,Mumbai,West,Furniture,Chair,110425.5,5,10,13001.74
11201,2024-08-17,C397,P3649,Ahmedabad,West,Groceries,Wheat,44778.25,5,5,4569.89
11202,2023-12-14,C3385,P538,Mumbai,West,Electronics,Camera,160053.6,3,20,24508.62
11203,2024-12-28,C1992,P602,Chandigarh,North,Furniture,Chair,49442.4,4,10,9561.05
11204,2025-05-18,C1708,P1001,Bangalore,South,Toys,Doll,96476.4,3,10,16942.74
11205,2024-10-08,C2591,P3458,Jaipur,North,Home Decor,Vase,9688.8,3,20,1864.06
11206,2024-03-11,C5,P1466,Bhubaneswar,East,Electronics,Headphones,43747.5,3,5,8556.76
11207,2023-10-16,C2220,P2415,Delhi,North,Beauty,Perfume,61801.6,2,20,12862.56
11208,2024-05-02,C2956,P1079,Kolkata,East,Sports,Dumbbells,54160.0,1,20,7072.49
11209,2025-05-22,C1029,P2940,Pune,West,Electronics,Smartwatch,189768.0,3,0,44301.36
11210,2025-06-23,C839,P2597,Pune,West,Toys,RC Car,158137.2,4,10,22593.71
11211,2024-12-24,C4078,P772,Amritsar,North,Kitchen,Cookware Set,10346.45,1,5,1096.09
11212,2024-04-22,C3459,P2671,Bhubaneswar,East,Kitchen,Refrigerator,189342.0,3,0,32965.52
11213,2024-05-20,C572,P1646,Delhi,North,Clothing,Kids Wear,15395.2,1,15,3538.69
11214,2024-09-09,C689,P2942,Patna,East,Electronics,Smartwatch,29769.6,2,20,4563.5
11215,2024-01-22,C324,P718,Goa,West,Books,Comics,27327.6,4,10,4109.63
11216,2025-01-12,C1397,P1666,Amritsar,North,Clothing,Kids Wear,58065.3,1,10,6649.68
11217,2025-06-07,C1059,P787,Thiruvananthapuram,South,Kitchen,Cookware Set,104616.0,3,0,23985.99
11218,2023-10-30,C3392,P2618,Coimbatore,South,Kitchen,Refrigerator,342335.0,5,0,20449.81
11219,2024-02-16,C803,P1319,Coimbatore,South,Sports,Football,88928.0,2,0,6803.49
11220,2024-12-31,C3375,P540,Mumbai,West,Electronics,Camera,27376.0,1,20,6620.01
11221,2024-10-07,C3929,P3519,Mumbai,West,Home Decor,Vase,22466.35,1,15,1244.25
11222,2025-07-20,C4006,P3050,Jaipur,North,Furniture,Sofa,97131.0,3,0,11165.69
11223,2024-01-13,C1960,P172,Delhi,North,Furniture,Bed,10814.4,1,10,641.61
11224,2024-02-17,C903,P800,Goa,West,Kitchen,Cookware Set,22876.95,3,5,4882.74
11225,2024-04-14,C2049,P685,Jaipur,North,Home Decor,Clock,68502.6,2,5,16746.83
11226,2024-01-21,C3538,P3460,Ranchi,East,Home Decor,Vase,81689.25,5,15,4493.85
11227,2025-02-14,C3165,P1812,Chennai,South,Electronics,Laptop,53001.0,1,0,7914.39
11228,2024-08-16,C3533,P3558,Ahmedabad,West,Home Decor,Wall Art,40814.0,1,0,7510.69
11229,2024-06-29,C1948,P2867,Bangalore,South,Clothing,Shoes,114974.4,2,20,7335.38
11230,2024-07-05,C1090,P3346,Chennai,South,Sports,Tennis Racket,145360.2,4,15,19340.21
11231,2023-10-20,C2427,P865,Kolkata,East,Sports,Cricket Bat,106369.0,4,15,16821.06
11232,2024-10-12,C2877,P204,Amritsar,North,Furniture,Bed,159304.8,3,20,28378.16
11233,2024-12-06,C2274,P866,Guwahati,East,Sports,Cricket Bat,37192.5,1,10,4467.92
11234,2025-08-16,C3130,P307,Lucknow,North,Books,Biography,338219.0,5,5,74570.86
11235,2025-08-03,C1283,P2917,Bhubaneswar,East,Electronics,Smartwatch,344245.5,5,10,71278.79
11236,2024-08-27,C2789,P2050,Ahmedabad,West,Kitchen,Microwave,55134.0,4,10,8566.21
11237,2025-07-15,C3973,P2019,Coimbatore,South,Kitchen,Microwave,19969.2,2,10,4050.75
11238,2024-09-15,C660,P3598,Pune,West,Home Decor,Wall Art,75422.0,2,0,3784.17
11239,2024-05-11,C4009,P343,Guwahati,East,Toys,Board Game,96384.0,4,20,6183.22
11240,2025-02-07,C1656,P1793,Mumbai,West,Electronics,Laptop,4561.95,3,15,782.34
11241,2025-03-27,C1987,P2979,Thiruvananthapuram,South,Furniture,Sofa,54240.0,2,0,3084.99
11242,2024-09-04,C2932,P3135,Kolkata,East,Groceries,Spices,53104.0,4,0,4194.64
11243,2024-07-08,C1991,P2400,Thiruvananthapuram,South,Beauty,Perfume,4023.9,3,15,866.73
11244,2024-05-22,C4595,P1546,Bhubaneswar,East,Kitchen,Juicer,68289.0,5,15,11639.76
11245,2024-08-28,C4509,P883,Lucknow,North,Sports,Cricket Bat,136688.4,4,10,26268.67
11246,2025-03-11,C621,P1743,Coimbatore,South,Home Decor,Lamp,151048.8,4,10,8095.62
11247,2025-04-29,C348,P1824,Bangalore,South,Electronics,Laptop,214417.8,3,10,20422.84
11248,2024-11-27,C149,P1309,Chandigarh,North,Sports,Football,193075.8,4,15,18580.58
11249,2024-06-26,C3301,P1599,Jaipur,North,Kitchen,Juicer,59511.8,4,5,4290.49
11250,2024-04-08,C2276,P1462,Goa,West,Beauty,Foundation,187411.4,4,15,36536.59
11251,2025-05-23,C98,P617,Mumbai,West,Furniture,Chair,197002.8,4,15,32957.34
11252,2025-09-24,C1800,P2639,Ahmedabad,West,Kitchen,Refrigerator,68898.0,3,0,10901.64
11253,2023-10-26,C1115,P110,Jaipur,North,Toys,Action Figure,111753.75,3,15,7213.9
11254,2025-08-03,C2502,P1475,Pune,West,Electronics,Headphones,91133.5,5,5,9314.46
11255,2024-08-24,C3479,P1092,Guwahati,East,Sports,Dumbbells,124987.2,3,20,11868.47
11256,2024-09-23,C539,P2347,Coimbatore,South,Groceries,Oil,186283.6,4,5,39618.09
11257,2024-04-15,C815,P797,Surat,West,Kitchen,Cookware Set,22947.2,1,20,4436.45
11258,2024-06-13,C2736,P1736,Patna,East,Home Decor,Lamp,256405.0,4,5,59425.58
11259,2023-10-11,C2781,P1354,Patna,East,Sports,Football,148230.0,5,0,9688.02
11260,2024-06-15,C1883,P451,Chandigarh,North,Furniture,Cabinet,116459.1,3,10,19989.21
11261,2024-08-06,C3687,P2438,Bangalore,South,Beauty,Perfume,124659.0,5,10,26106.42
11262,2023-11-11,C3603,P983,Chandigarh,North,Home Decor,Cushion,1641.6,4,10,198.27
11263,2024-08-31,C1969,P2076,Kolkata,East,Kitchen,Mixer Grinder,79297.0,1,0,10225.74
11264,2024-11-10,C3101,P2650,Chandigarh,North,Kitchen,Refrigerator,105801.5,2,5,24399.43
11265,2025-01-07,C354,P1997,Ranchi,East,Kitchen,Microwave,6431.2,1,20,803.22
11266,2024-11-13,C3050,P3584,Jaipur,North,Home Decor,Wall Art,36324.8,2,20,3116.14
11267,2024-02-04,C3644,P2828,Mumbai,West,Clothing,Shoes,62406.4,2,20,9123.67
11268,2025-08-19,C1095,P3402,Ranchi,East,Books,Textbook,133992.75,3,5,11478.75
11269,2024-09-27,C2078,P2172,Mumbai,West,Electronics,Mobile,24001.6,1,20,3933.68
11270,2024-07-03,C3863,P3784,Chandigarh,North,Sports,Yoga Mat,12432.1,1,15,1605.82
11271,2024-01-01,C1841,P3251,Lucknow,North,Furniture,Table,147440.0,5,0,23444.45
11272,2024-05-30,C4580,P850,Chandigarh,North,Kitchen,Cookware Set,73598.1,3,15,6355.73
11273,2025-05-11,C3581,P3168,Patna,East,Groceries,Sugar,13487.8,4,15,3316.26
11274,2023-12-10,C1153,P2394,Bhubaneswar,East,Beauty,Perfume,111784.0,4,0,12439.05
11275,2025-01-01,C2950,P3189,Chandigarh,North,Groceries,Sugar,44724.0,1,20,11011.43
11276,2025-08-12,C1324,P2053,Pune,West,Kitchen,Microwave,32949.4,1,15,2584.71
11277,2025-08-14,C3162,P3728,Hyderabad,South,Clothing,Women's Wear,67662.0,5,10,6107.12
11278,2024-02-25,C571,P2793,Bangalore,South,Beauty,Shampoo,112703.2,2,15,27945.83
11279,2024-09-18,C2445,P2588,Ranchi,East,Toys,RC Car,125559.0,5,10,20223.06
11280,2024-03-20,C1624,P920,Lucknow,North,Sports,Cricket Bat,52073.6,4,20,6809.53
11281,2024-06-13,C1680,P2502,Hyderabad,South,Toys,Puzzle,312964.0,4,0,26867.45
11282,2024-12-20,C2424,P2576,Surat,West,Toys,RC Car,262271.25,5,5,60529.81
11283,2025-02-14,C3265,P1833,Kolkata,East,Electronics,Laptop,92329.2,4,10,11027.3
11284,2024-11-25,C1185,P761,Pune,West,Kitchen,Cookware Set,188470.8,4,10,33416.79
11285,2024-10-01,C4128,P231,Goa,West,Furniture,Bed,75329.3,2,5,15386.06
11286,2023-12-31,C4697,P227,Chennai,South,Furniture,Bed,76296.0,3,20,8592.07
11287,2025-04-08,C3350,P3663,Hyderabad,South,Groceries,Wheat,60701.9,2,15,10337.93
11288,2025-09-01,C4076,P1916,Lucknow,North,Beauty,Lipstick,87711.6,3,5,16777.27
11289,2024-05-11,C3239,P773,Goa,West,Kitchen,Cookware Set,185388.0,4,0,21047.84
11290,2024-11-06,C154,P891,Ahmedabad,West,Sports,Cricket Bat,161862.0,3,0,21216.11
11291,2025-08-29,C1724,P3619,Thiruvananthapuram,South,Groceries,Wheat,51055.2,3,20,10598.53
11292,2025-09-28,C4545,P2596,Surat,West,Toys,RC Car,94797.1,2,15,14126.94
11293,2024-05-26,C1074,P702,Guwahati,East,Books,Comics,193905.4,4,15,17820.36
11294,2024-12-29,C1053,P1847,Bhubaneswar,East,Electronics,Laptop,258648.0,4,0,33868.65
11295,2024-03-22,C2930,P937,Coimbatore,South,Home Decor,Cushion,31776.0,1,20,5637.75
11296,2024-08-07,C4786,P1994,Amritsar,North,Clothing,Men's Wear,150540.0,2,0,31539.13
11297,2025-08-26,C1893,P700,Pune,West,Books,Comics,65235.8,4,15,4736.87
11298,2025-09-23,C4028,P3800,Chandigarh,North,Sports,Yoga Mat,110790.0,5,0,8082.14
11299,2024-01-01,C1213,P734,Thiruvananthapuram,South,Books,Comics,67362.0,2,0,9850.54
11300,2025-05-21,C2860,P1651,Thiruvananthapuram,South,Clothing,Kids Wear,152484.5,5,5,16563.9
11301,2025-08-09,C2202,P399,Surat,West,Furniture,Cabinet,262295.0,4,5,43946.95
11302,2025-06-05,C3456,P642,Amritsar,North,Home Decor,Clock,59604.0,2,0,5941.58
11303,2025-02-27,C1058,P1160,Bhubaneswar,East,Beauty,Face Cream,241165.4,4,15,40413.38
11304,2025-04-01,C983,P134,Bangalore,South,Toys,Action Figure,2258.0,2,0,437.78
11305,2024-01-20,C2113,P455,Chandigarh,North,Furniture,Cabinet,150494.0,2,0,27592.81
11306,2024-07-27,C579,P2341,Bangalore,South,Groceries,Oil,34488.0,1,10,6757.01
11307,2025-03-04,C2921,P2859,Ahmedabad,West,Clothing,Shoes,85198.4,2,20,11263.07
11308,2024-04-23,C4435,P1858,Delhi,North,Beauty,Lipstick,111048.0,3,20,10218.39
11309,2025-05-29,C555,P627,Pune,West,Home Decor,Clock,103542.4,4,5,12563.32
11310,2024-09-21,C2055,P2997,Guwahati,East,Furniture,Sofa,70170.8,2,5,17213.64
11311,2024-08-20,C1254,P3070,Surat,West,Groceries,Spices,91945.0,5,0,10926.62
11312,2023-11-05,C3364,P3672,Bangalore,South,Clothing,Women's Wear,59784.0,5,20,12405.11
11313,2025-03-04,C4663,P3121,Pune,West,Groceries,Spices,38464.0,4,0,7110.4
11314,2023-10-21,C335,P1855,Chandigarh,North,Beauty,Lipstick,71998.2,1,10,5443.8
11315,2025-03-25,C3354,P677,Chandigarh,North,Home Decor,Clock,187968.0,4,20,44491.13
11316,2024-12-07,C3094,P2343,Kolkata,East,Groceries,Oil,51036.0,2,0,4992.62
11317,2024-05-11,C530,P1223,Delhi,North,Beauty,Face Cream,156028.5,5,10,23506.05
11318,2023-12-15,C720,P3829,Ahmedabad,West,Sports,Yoga Mat,178709.1,3,15,14873.82
11319,2024-10-14,C1503,P3432,Chennai,South,Books,Textbook,54603.0,3,0,7129.22
11320,2025-05-18,C3824,P2292,Kolkata,East,Books,Non-Fiction,214153.2,4,10,44895.67
11321,2024-02-02,C1145,P915,Lucknow,North,Sports,Cricket Bat,188732.0,4,0,29552.34
11322,2024-03-21,C1470,P1059,Mumbai,West,Toys,Doll,17904.0,1,0,2671.04
11323,2024-04-14,C4032,P1224,Hyderabad,South,Books,Fiction,216444.0,3,0,15676.05
11324,2023-12-04,C3858,P3745,Ranchi,East,Clothing,Women's Wear,271354.5,5,10,29546.39
11325,2025-01-26,C4068,P1414,Jaipur,North,Beauty,Foundation,164844.0,3,5,38325.73
11326,2024-12-02,C3627,P2727,Chennai,South,Groceries,Rice,10131.2,4,20,758.31
11327,2024-05-22,C4445,P735,Lucknow,North,Books,Comics,115257.8,2,5,13502.63
11328,2024-05-14,C3138,P1667,Surat,West,Clothing,Kids Wear,144828.0,5,20,19373.73
11329,2024-09-06,C4285,P3419,Amritsar,North,Books,Textbook,73944.2,2,5,14106.37
11330,2024-02-05,C3336,P3424,Patna,East,Books,Textbook,159723.0,5,10,21166.83
11331,2024-08-15,C3373,P242,Surat,West,Books,Biography,113681.75,5,5,17312.94
11332,2024-11-17,C2285,P2697,Delhi,North,Groceries,Rice,74632.0,5,20,14566.03
11333,2025-05-16,C161,P1652,Goa,West,Clothing,Kids Wear,123054.0,3,0,8004.32
11334,2025-08-29,C3431,P2425,Jaipur,North,Beauty,Perfume,51004.8,3,20,4226.24
11335,2024-10-05,C3635,P3665,Amritsar,North,Groceries,Wheat,76244.0,2,0,17850.18
11336,2024-07-03,C1634,P2819,Chandigarh,North,Beauty,Shampoo,167598.75,3,15,16849.96
11337,2025-06-18,C1237,P775,Hyderabad,South,Kitchen,Cookware Set,60692.0,1,0,12144.4
11338,2025-01-27,C402,P869,Goa,West,Sports,Cricket Bat,37181.0,1,0,7137.9
11339,2025-02-08,C2625,P995,Kolkata,East,Home Decor,Cushion,92229.25,5,15,5253.64
11340,2024-12-29,C550,P2486,Patna,East,Toys,Puzzle,76060.8,2,5,7298.68
11341,2024-01-02,C577,P2816,Ahmedabad,West,Beauty,Shampoo,6543.0,1,0,424.27
11342,2024-06-02,C1361,P2419,Amritsar,North,Beauty,Perfume,236048.0,4,0,19600.82
11343,2024-11-26,C4741,P2556,Chandigarh,North,Toys,RC Car,45434.2,4,15,9134.44
11344,2024-09-11,C2045,P2608,Mumbai,West,Kitchen,Refrigerator,116678.4,3,20,14084.13
11345,2025-04-06,C1665,P1243,Goa,West,Books,Fiction,26132.0,1,0,2268.91
11346,2024-05-03,C4784,P1774,Pune,West,Home Decor,Lamp,277794.0,5,10,35313.13
11347,2024-08-17,C4468,P304,Guwahati,East,Books,Biography,33091.2,3,10,2875.01
11348,2024-10-28,C4046,P615,Jaipur,North,Furniture,Chair,9863.4,4,15,1198.77
11349,2025-01-23,C3975,P20,Ahmedabad,West,Clothing,Accessories,25789.5,1,10,5686.13
